"OPERATEUR","FILIERE","Année","Code Commune","Nom Commune","Code EPCI","Nom EPCI","Type EPCI","Code Département","Nom Département","Code Région","Nom Région","CODE CATEGORIE CONSOMMATION","CODE GRAND SECTEUR","CODE SECTEUR NAF2","Nb sites","Conso totale (MWh)","Conso moyenne (MWh)","Nombre de mailles secretisées","Conso totale à usages thermosensibles (MWh)","Conso totale à usages non thermosensibles (MWh)","Thermosensibilité totale (kWh DJU)","Conso moyenne à usages thermosensibles (MWh)","Conso moyenne à usages non thermosensibles (MWh)","Thermosensibilité moyenne (kWh DJU)","DJU à TR","DJU à TN","Taux de logements collectifs","Taux de résidences principales","Superficie des logements 30 à 40 m2","Superficie des logements 40 à 60 m2","Superficie des logements 60 à 80 m2","Superficie des logements 80 à 100 m2","Résidences principales avant 1919","Résidences principales de 1919 à 1945","Résidences principales de 1946 à 1970","Résidences principales de 1971 à 1990","Résidences principales de 1991 à 2005","Taux de chauffage électrique","Part thermosensible (%)","Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh)","Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh)","Nombre d'habitants","Superficie des logements <30 m2","Superficie des logements >100 m2","Résidences principales de 2006 à 2018","Résidences principales après 2019"
"Enedis","Electricité",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,7,940.23,134.318571428571,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,6,141.5,23.5833333333333,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,91,40822.17,448.595274725275,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,850,221713.68,260.839623529412,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,60096,296121.97,4.92748219515442,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,7,919.14,131.305714285714,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,8,121.01,15.12625,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,107,41557.61,388.388878504673,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,857,226740.37,264.574527421237,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,60923,307728.77,5.05110992564385,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,7,926.58,132.368571428571,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,6,254.84,42.4733333333333,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,115,43325.24,376.741217391304,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,888,224176.04,252.450495495496,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,61235,311637.11,5.08919915081244,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,7,874.6,124.942857142857,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,4,311.33,77.8325,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,111,42075.36,379.057297297297,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,903,213138.84,236.03415282392,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,61827,281262.1,4.54917916120789,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,7,983.95,140.564285714286,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,5,187.94,37.588,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,115,41954.92,364.825391304348,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,907,216175.9,238.341675854465,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,61900,288575.8,4.66196768982229,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,11,1698.29,154.39,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,2,44.44,22.22,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,123,42065.21,341.993577235772,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,920,211926.33,230.354706521739,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,62371,292215.98,4.68512577960911,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,8,1616.55,202.06875,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,1,227.53,227.53,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,132,42763.72,323.967575757576,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,933,214600.86,230.011639871383,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,62822,288432.61,4.59126754958454,0,,,53.521,,,0.000851946770239725,,,,,,,,,,,,,,,0.0000314,,,,,,,
"GRDF","Gaz",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,1,8909,8909,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,3,3811,1270.33333333333,2,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,9,87228,9692,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,125,126674,1013.392,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2011,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21501,237908,11.0649737221525,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,1,8768,8768,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,3,10577,3525.66666666667,1,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,9,79714,8857.11111111111,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,135,129200,957.037037037037,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21309,267903,12.5722933971561,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,3,11668,3889.33333333333,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,3,13035,4345,2,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,9,74259,8251,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,133,126065,947.857142857143,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21289,270910,12.7253511202969,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,3,13277,4425.66666666667,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,4,13764,3441,1,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,9,76999,8555.44444444445,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,132,95016,719.818181818182,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21258,211431,9.94594976009032,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,4,16235,4058.75,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,2,13482,6741,1,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,9,79754,8861.55555555555,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,141,105127,745.581560283688,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21956,233126,10.6178721078521,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,3,34073,11357.6666666667,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,3,22563,7521,1,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,8,80360,10045,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,141,109940,779.716312056738,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21871,231262,10.5739106579489,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE",,3,26652,8884,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INCONNU",,4,38451,9612.75,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE",,8,81712,10214,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,136,108244,795.911764705882,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"GRDF","Gaz",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","RES","RESIDENTIEL",,21848,232492,10.6413401684365,0,,,72.901,,,0.0033367356279751,,,,,,,,,,,,,,,0.000073,,,,,,,
"RTE","Electricité",2012,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,7382.08,7382.08,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"RTE","Electricité",2013,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,6923.6,6923.6,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"RTE","Electricité",2014,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,8288.87,8288.87,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"RTE","Electricité",2015,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,7527.5,7527.5,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"RTE","Electricité",2016,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,7969.98,7969.98,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"RTE","Electricité",2017,"84007","Avignon","248400251","CA du Grand Avignon (COGA)",,"84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE",,1,8927.06,8927.06,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","AGRICULTURE","01",9,1711.972031676,190.219114630667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","10",34,24560.4335622298,722.365693006759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","11",3,80.9301752537711,26.9767250845904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","18",5,520.572712186145,104.114542437229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","20",3,7699.4115765667,2566.47052552223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","23",5,2336.84353821778,467.368707643556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","25",6,479.395399182326,79.8992331970543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","28",3,96.3654442028573,32.1218147342858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","29",1,55.3728138208644,55.3728138208644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","31",2,104.1412050757,52.07060253785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","32",2,169.145764108398,84.572882054199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","33",2,162.540187006573,81.2700935032865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","35",29,4313.64261774958,148.746297163779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","41",11,1220.88449806197,110.989499823815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","42",4,115.718960537068,28.929740134267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","INDUSTRIE","43",13,671.831748376585,51.6793652597373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","33",2,347.518023871829,173.759011935914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","36",8,9054.0814254236,1131.76017817795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","38",2,181.540769504231,90.7703847521155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","45",36,4862.39859803641,135.066627723234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","46",60,13414.1965444836,223.56994240806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enedis","Electricité",2018,"84007","Avignon","248400251","Communauté d'agglomération du Grand Avignon (COGA)","CA","84","Vaucluse","93","Provence-Alpes-Côte d'Azur","ENT","TERTIAIRE","47",134,38579.5251607256,287.906904184519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
